Date,Time,Latitude,Longitude,depth,Mag,Location
2-Jul-25, 05:38 PM,13.56,124.16,18,1.7,007 km S 59° E of San Andres (Catanduanes)
2-Jul-25, 05:36 PM,13.15,124.15,33,1.5,005 km S 33° E of Rapu-rapu (Albay)
2-Jul-25, 05:30 PM,9.23,126.26,34,1.6,009 km S 52° E of Cortes (Surigao Del Sur)
2-Jul-25, 05:11 PM,13.15,124.17,2,3.3,005 km S 49° E of Rapu-rapu (Albay)
2-Jul-25, 04:48 PM,5.85,126.95,29,2.6,131 km S 48° E of Governor Generoso (Davao Oriental)
2-Jul-25, 12:11 PM,13.76,120.31,9,2.2,008 km N 56° E of Looc (Occidental Mindoro)
2-Jul-25, 11:05 AM,16.46,121.24,30,1.3,004 km S 34° W of Quezon (Nueva Vizcaya)
2-Jul-25, 10:40 AM,6.72,126.66,152,2.7,044 km S 33° E of Tarragona (Davao Oriental)
2-Jul-25, 10:34 AM,17.01,120.38,21,1.8,011 km S 43° W of Santa Cruz (Ilocos Sur)
2-Jul-25, 09:27 AM,6.67,126.88,156,2.6,063 km S 49° E of Tarragona (Davao Oriental)
2-Jul-25, 08:25 AM,18.65,120.65,23,2.5,015 km N 02° E of Burgos (Ilocos Norte)
2-Jul-25, 04:25 AM,7.35,124.4,16,2,008 km N 18° W of Pigkawayan (Cotabato)
2-Jul-25, 03:39 AM,5.82,126.39,24,2.8,083 km S 83° E of Jose Abad Santos (Davao Occidental)
2-Jul-25, 02:42 AM,5.5,125.87,111,2.3,045 km N 86° E of Sarangani Island (Municipality Of Sarangani) (Davao Occidental)
2-Jul-25, 02:40 AM,7.97,125.73,12,2,018 km N 22° W of Laak (Davao De Oro)
2-Jul-25, 02:27 AM,4.98,126.05,2,3.2,085 km S 55° E of Balut Island (Municipality Of Sarangani) (Davao Occidental)
2-Jul-25, 01:34 AM,10,126.15,32,2,009 km S 75° E of Burgos (Surigao Del Norte)
2-Jul-25, 01:22 AM,4.55,125.8,175,4,104 km S 24° E of Balut Island (Municipality Of Sarangani) (Davao Occidental)
2-Jul-25, 01:17 AM,12.94,125.27,5,2.5,047 km N 21° E of Palapag (Northern Samar)
2-Jul-25, 01:04 AM,13.54,120.91,33,1.5,006 km N 48° W of Puerto Galera (Oriental Mindoro)
2-Jul-25, 12:53 AM,9.59,126.39,19,2.6,033 km S 50° E of General Luna (Surigao Del Norte)
2-Jul-25, 12:24 AM,9.07,126.36,36,2.2,014 km N 35° E of Bayabas (Surigao Del Sur)
2-Jul-25, 12:10 AM,8.97,126.47,23,2.3,019 km N 72° E of Cagwait (Surigao Del Sur)
2-Jul-25, 12:07 AM,9.02,126.36,29,3.3,011 km N 54° E of Bayabas (Surigao Del Sur)
1-Jul-25, 11:58 PM,13.94,119.92,8,3.3,024 km N 66° W of Lubang (Occidental Mindoro)
1-Jul-25, 11:34 PM,9.98,126.15,17,3.4,008 km N 55° E of San Isidro (Surigao Del Norte)
1-Jul-25, 11:15 PM,6.32,125.79,16,2.4,017 km N 39° E of Don Marcelino (Davao Occidental)
1-Jul-25, 11:01 PM,7.34,126.11,33,1.5,003 km N 29° W of Maragusan (Davao De Oro)
1-Jul-25, 10:51 PM,9.52,125.59,26,2.3,004 km S 32° E of Tubod (Surigao Del Norte)
1-Jul-25, 10:40 PM,10.08,125.91,15,1.8,016 km N 64° W of Santa Monica (Surigao Del Norte)
1-Jul-25, 10:18 PM,13.75,120.61,103,1.8,009 km S 13° W of Calatagan (Batangas)
1-Jul-25, 09:29 PM,11.1,126.48,20,3.5,083 km N 85° E of Guiuan (Eastern Samar)
1-Jul-25, 09:26 PM,8.11,126.68,22,1.7,031 km N 75° E of Lingig (Surigao Del Sur)
1-Jul-25, 08:20 PM,19.04,121.1,3,2.1,013 km S 57° W of Dalupiri Island (Calayan) (Cagayan)
1-Jul-25, 08:14 PM,18.92,121.21,9,2.9,018 km N 66° W of Fuga Island (Aparri) (Cagayan)
1-Jul-25, 08:07 PM,9.13,126.32,17,1.9,016 km N 38° E of Tago (Surigao Del Sur)
1-Jul-25, 07:47 PM,7.89,125.74,24,2.4,009 km N 34° W of Laak (Davao De Oro)
1-Jul-25, 07:26 PM,10.31,123.37,30,2.2,005 km S 54° E of Vallehermoso (Negros Oriental)
1-Jul-25, 04:53 PM,8.29,126.45,33,2.2,015 km S 55° E of Hinatuan (Surigao Del Sur)
1-Jul-25, 04:13 PM,11.37,121.56,3,2.1,052 km N 80° W of Tibiao (Antique)
1-Jul-25, 03:59 PM,5.03,126.14,48,3.8,089 km S 57° E of Sarangani Island (Municipality Of Sarangani) (Davao Occidental)
1-Jul-25, 01:10 PM,10.8,126.93,36,2.7,128 km N 47° E of Burgos (Surigao Del Norte)
1-Jul-25, 12:58 PM,16.17,121.8,20,2.6,017 km N 79° W of Dinalungan (Aurora)
1-Jul-25, 12:50 PM,13.38,122.82,27,1.6,017 km N 66° E of San Andres (Quezon)
1-Jul-25, 11:07 AM,4.95,125.98,20,2.7,080 km S 50° E of Balut Island (Municipality Of Sarangani) (Davao Occidental)
1-Jul-25, 10:51 AM,5.02,126.11,56,3.3,087 km S 55° E of Sarangani Island (Municipality Of Sarangani) (Davao Occidental)
1-Jul-25, 10:30 AM,17.59,120.48,5,2.1,006 km N 38° W of San Quintin (Abra)
1-Jul-25, 09:30 AM,9.04,126.28,47,3.4,005 km N 69° E of Tago (Surigao Del Sur)
1-Jul-25, 09:15 AM,9.74,126.12,33,1.7,007 km S 72° E of Dapa (Surigao Del Norte)
1-Jul-25, 09:11 AM,19.92,121.85,56,3,046 km N 08° W of Babuyan Island (Calayan) (Cagayan)
1-Jul-25, 08:29 AM,12.44,120.8,4,2.3,018 km S 85° W of Rizal (Occidental Mindoro)
1-Jul-25, 08:25 AM,6.35,126.2,73,2.5,037 km S 24° E of Governor Generoso (Davao Oriental)
1-Jul-25, 08:17 AM,9.67,124.67,3,2.2,013 km S 51° E of Anda (Bohol)
1-Jul-25, 07:38 AM,13.64,120.22,11,2,009 km S 21° W of Looc (Occidental Mindoro)
1-Jul-25, 06:39 AM,14.98,122.02,25,1.8,017 km N 21° E of Burdeos (Quezon)
1-Jul-25, 06:21 AM,15.41,121.32,18,1.9,005 km S 19° W of Gabaldon (Nueva Ecija)
1-Jul-25, 03:56 AM,20.09,121.17,27,2.9,078 km S 70° W of Sabtang (Batanes)
1-Jul-25, 03:54 AM,4.77,125.12,31,3,078 km S 25° W of Balut Island (Municipality Of Sarangani) (Davao Occidental)
1-Jul-25, 03:51 AM,12.27,124.67,32,2.5,006 km S 62° E of Lope De Vega (Northern Samar)
1-Jul-25, 03:43 AM,6.37,127,33,2.2,097 km S 39° E of Tarragona (Davao Oriental)
1-Jul-25, 03:37 AM,12.3,124.74,26,2.4,012 km S 74° W of Silvino Lobos (Northern Samar)
1-Jul-25, 03:27 AM,10.25,126.05,19,2.5,026 km N 06° W of Burgos (Surigao Del Norte)
1-Jul-25, 03:23 AM,9.62,126.15,31,1.6,019 km S 34° E of Dapa (Surigao Del Norte)
1-Jul-25, 03:06 AM,10.3,126.09,4,3,031 km N 03° E of Burgos (Surigao Del Norte)
1-Jul-25, 02:51 AM,13.68,120.62,106,2,017 km S 06° W of Calatagan (Batangas)
1-Jul-25, 02:36 AM,12.82,120.91,2,2.2,014 km S 79° E of Sablayan (Occidental Mindoro)
1-Jul-25, 02:12 AM,11.32,121.3,17,2.1,044 km N 65° E of Agutaya (Palawan)
1-Jul-25, 02:00 AM,17.91,120.21,26,2.1,027 km N 79° W of Sinait (Ilocos Sur)
1-Jul-25, 01:53 AM,17.54,120.78,2,1.6,007 km N 84° E of Bucay (Abra)
1-Jul-25, 01:44 AM,19.03,119.98,13,2.8,091 km N 51° W of Burgos (Ilocos Norte)
1-Jul-25, 12:47 AM,8.32,126,48,1.6,007 km S 05° W of Rosario (Agusan Del Sur)
1-Jul-25, 12:38 AM,17.47,120.23,18,2.3,019 km S 61° W of Caoayan (Ilocos Sur)
1-Jul-25, 12:32 AM,8.09,126.5,24,1.6,012 km N 60° E of Lingig (Surigao Del Sur)
1-Jul-25, 12:08 AM,7.45,125.61,33,1.9,009 km N 89° W of Braulio E. Dujali (Davao Del Norte)
